date,year,month,day,max_temp_C,mean_temp_C,site_code
2021-06-01,2021,06,01,26.9,19.5,BB
2021-06-02,2021,06,02,28.4,20,BB
2021-06-03,2021,06,03,22.9,16.8,BB
2021-06-04,2021,06,04,18.8,14.1,BB
2021-06-05,2021,06,05,17.4,13.4,BB
2021-06-06,2021,06,06,12.7,10.1,BB
2021-06-07,2021,06,07,15.5,10.1,BB
2021-06-08,2021,06,08,17.4,11.2,BB
2021-06-09,2021,06,09,18.1,13.8,BB
2021-06-10,2021,06,10,17.3,12,BB
2021-06-11,2021,06,11,15.3,12.4,BB
2021-06-12,2021,06,12,19,13.1,BB
2021-06-13,2021,06,13,16.6,14.4,BB
2021-06-14,2021,06,14,18.6,14.7,BB
2021-06-15,2021,06,15,19.8,14.8,BB
2021-06-16,2021,06,16,20.7,16.3,BB
2021-06-17,2021,06,17,22.8,15.5,BB
2021-06-18,2021,06,18,21.8,16.7,BB
2021-06-19,2021,06,19,21.5,15.7,BB
2021-06-20,2021,06,20,26.1,19,BB
2021-06-21,2021,06,21,28.9,20.8,BB
2021-06-22,2021,06,22,24,18.2,BB
2021-06-23,2021,06,23,23.4,16.8,BB
2021-06-24,2021,06,24,24.9,17.7,BB
2021-06-25,2021,06,25,31.2,22.2,BB
2021-06-26,2021,06,26,35.7,25.6,BB
2021-06-27,2021,06,27,35.3,27.2,BB
2021-06-28,2021,06,28,37.8,29.5,BB
2021-06-29,2021,06,29,31.5,23.2,BB
2021-06-30,2021,06,30,24.5,19.9,BB
2021-07-01,2021,07,01,22.9,18.7,BB
2021-07-02,2021,07,02,24,18.3,BB
2021-07-03,2021,07,03,24.7,18.4,BB
2021-07-04,2021,07,04,25.8,18.6,BB
2021-07-05,2021,07,05,23.8,18.4,BB
2021-07-06,2021,07,06,25.5,17.9,BB
2021-07-07,2021,07,07,20.5,16.7,BB
2021-07-08,2021,07,08,22.5,16.2,BB
2021-07-09,2021,07,09,25,18.2,BB
2021-07-10,2021,07,10,24.4,18.1,BB
2021-07-11,2021,07,11,25.4,18.1,BB
2021-07-12,2021,07,12,26.4,18.5,BB
2021-07-13,2021,07,13,25.9,18.2,BB
2021-07-14,2021,07,14,23.6,17.3,BB
2021-07-15,2021,07,15,22.6,17.2,BB
2021-07-16,2021,07,16,19.6,15.7,BB
2021-07-17,2021,07,17,22.6,18.6,BB
2021-07-18,2021,07,18,23.6,17.2,BB
2021-07-19,2021,07,19,26.2,18.4,BB
2021-07-20,2021,07,20,23.9,18.7,BB
2021-07-21,2021,07,21,23.3,17.9,BB
2021-07-22,2021,07,22,22.1,16.1,BB
2021-07-23,2021,07,23,23.8,18.1,BB
2021-07-24,2021,07,24,27.2,19.8,BB
2021-07-25,2021,07,25,28.9,20.8,BB
2021-07-26,2021,07,26,26.1,19.1,BB
2021-07-27,2021,07,27,25.2,18.8,BB
2021-07-28,2021,07,28,28.5,19.5,BB
2021-07-29,2021,07,29,29.3,20.2,BB
2021-07-30,2021,07,30,31.1,21.6,BB
2021-07-31,2021,07,31,25.8,20.6,BB
2021-08-01,2021,08,01,26.1,19.6,BB
2021-08-02,2021,08,02,25.8,19.1,BB
2021-08-03,2021,08,03,28,20.4,BB
2021-08-04,2021,08,04,28.7,19.9,BB
2021-08-05,2021,08,05,28.3,22,BB
2021-08-06,2021,08,06,22.7,18.3,BB
2021-08-07,2021,08,07,23.8,18.2,BB
2021-08-08,2021,08,08,22.5,18.1,BB
2021-08-09,2021,08,09,23.8,17.6,BB
2021-08-10,2021,08,10,25.9,18.7,BB
2021-08-11,2021,08,11,27.1,20.6,BB
2021-08-12,2021,08,12,34.2,25.9,BB
2021-08-13,2021,08,13,31.1,23.1,BB
2021-08-14,2021,08,14,26.1,19.5,BB
2021-08-15,2021,08,15,24.4,18.9,BB
2021-08-16,2021,08,16,23.7,18.7,BB
2021-08-17,2021,08,17,21.2,16.5,BB
2021-08-18,2021,08,18,22.4,15.8,BB
2021-08-19,2021,08,19,22.7,17,BB
2021-08-20,2021,08,20,17.5,14.4,BB
2021-08-21,2021,08,21,20.1,15.5,BB
2021-08-22,2021,08,22,20.5,16.7,BB
2021-08-23,2021,08,23,19.6,15.5,BB
2021-08-24,2021,08,24,22.5,15.7,BB
2021-08-25,2021,08,25,23.8,16.2,BB
2021-08-26,2021,08,26,18.4,15,BB
2021-08-27,2021,08,27,22.4,17.5,BB
2021-08-28,2021,08,28,22,15.3,BB
2021-08-29,2021,08,29,23.3,16.6,BB
2021-08-30,2021,08,30,19.4,15.7,BB
2021-08-31,2021,08,31,19.3,15.1,BB
2021-06-01,2021,06,01,27,18.5,BO
2021-06-02,2021,06,02,19,15,BO
2021-06-03,2021,06,03,18.5,14.8,BO
2021-06-04,2021,06,04,NA,NA,BO
2021-06-05,2021,06,05,NA,NA,BO
2021-06-06,2021,06,06,NA,NA,BO
2021-06-07,2021,06,07,16,10,BO
2021-06-08,2021,06,08,17,10.5,BO
2021-06-09,2021,06,09,16.5,11.3,BO
2021-06-10,2021,06,10,17,10.8,BO
2021-06-11,2021,06,11,14.5,11.5,BO
2021-06-12,2021,06,12,19,14.3,BO
2021-06-13,2021,06,13,19,16,BO
2021-06-14,2021,06,14,20.5,16.5,BO
2021-06-15,2021,06,15,NA,NA,BO
2021-06-16,2021,06,16,20,15.3,BO
2021-06-17,2021,06,17,19,13.5,BO
2021-06-18,2021,06,18,19.5,13.8,BO
2021-06-19,2021,06,19,19,14.3,BO
2021-06-20,2021,06,20,25.5,17.8,BO
2021-06-21,2021,06,21,29,19.8,BO
2021-06-22,2021,06,22,19,15.5,BO
2021-06-23,2021,06,23,18.5,15,BO
2021-06-24,2021,06,24,22,16.8,BO
2021-06-25,2021,06,25,32.5,21.8,BO
2021-06-26,2021,06,26,34,25.3,BO
2021-06-27,2021,06,27,36,27,BO
2021-06-28,2021,06,28,37,27.3,BO
2021-06-29,2021,06,29,21,18.5,BO
2021-06-30,2021,06,30,20.5,18.3,BO
2021-07-01,2021,07,01,20,17.3,BO
2021-07-02,2021,07,02,21.5,19.3,BO
2021-07-03,2021,07,03,21,17.3,BO
2021-07-04,2021,07,04,20.5,17,BO
2021-07-05,2021,07,05,17.5,15.3,BO
2021-07-06,2021,07,06,21,16.5,BO
2021-07-07,2021,07,07,16,14,BO
2021-07-08,2021,07,08,19.5,16.5,BO
2021-07-09,2021,07,09,19.5,15.8,BO
2021-07-10,2021,07,10,15.5,13.8,BO
2021-07-11,2021,07,11,15.5,13.8,BO
2021-07-12,2021,07,12,18,14.8,BO
2021-07-13,2021,07,13,16,13.8,BO
2021-07-14,2021,07,14,15.5,13.5,BO
2021-07-15,2021,07,15,15,13,BO
2021-07-16,2021,07,16,16.5,14.3,BO
2021-07-17,2021,07,17,19,15.5,BO
2021-07-18,2021,07,18,21,14,BO
2021-07-19,2021,07,19,20,13.5,BO
2021-07-20,2021,07,20,19,16.5,BO
2021-07-21,2021,07,21,NA,NA,BO
2021-07-22,2021,07,22,19.5,14.3,BO
2021-07-23,2021,07,23,22,16.3,BO
2021-07-24,2021,07,24,20,15.8,BO
2021-07-25,2021,07,25,19.5,15.5,BO
2021-07-26,2021,07,26,18,15.3,BO
2021-07-27,2021,07,27,20,15.8,BO
2021-07-28,2021,07,28,23.5,17,BO
2021-07-29,2021,07,29,23,17,BO
2021-07-30,2021,07,30,25.5,18.3,BO
2021-07-31,2021,07,31,20,15.8,BO
2021-08-01,2021,08,01,17.5,14.8,BO
2021-08-02,2021,08,02,20.5,16.3,BO
2021-08-03,2021,08,03,20.5,14.5,BO
2021-08-04,2021,08,04,21.5,16,BO
2021-08-05,2021,08,05,20.5,16.5,BO
2021-08-06,2021,08,06,17,14.8,BO
2021-08-07,2021,08,07,18,15.5,BO
2021-08-08,2021,08,08,19.5,16.3,BO
2021-08-09,2021,08,09,21.5,16,BO
2021-08-10,2021,08,10,25.5,18.8,BO
2021-08-11,2021,08,11,28,20.5,BO
2021-08-12,2021,08,12,35,24.8,BO
2021-08-13,2021,08,13,26.5,20,BO
2021-08-14,2021,08,14,21,17.3,BO
2021-08-15,2021,08,15,20,17.5,BO
2021-08-16,2021,08,16,16.5,15.3,BO
2021-08-17,2021,08,17,19,15.8,BO
2021-08-18,2021,08,18,20,15.3,BO
2021-08-19,2021,08,19,20,15.5,BO
2021-08-20,2021,08,20,17,13.3,BO
2021-08-21,2021,08,21,18.5,14.3,BO
2021-08-22,2021,08,22,17,14.3,BO
2021-08-23,2021,08,23,NA,NA,BO
2021-08-24,2021,08,24,NA,NA,BO
2021-08-25,2021,08,25,16.5,12,BO
2021-08-26,2021,08,26,16,14.5,BO
2021-08-27,2021,08,27,17.5,14.8,BO
2021-08-28,2021,08,28,21,14.3,BO
2021-08-29,2021,08,29,18,13,BO
2021-08-30,2021,08,30,17.5,13.5,BO
2021-08-31,2021,08,31,16.5,13.3,BO
2021-06-01,2021,06,01,28,20.6,CE
2021-06-02,2021,06,02,29.4,20.9,CE
2021-06-03,2021,06,03,22.9,18.1,CE
2021-06-04,2021,06,04,20.1,14.1,CE
2021-06-05,2021,06,05,17.6,13.7,CE
2021-06-06,2021,06,06,13.2,10.7,CE
2021-06-07,2021,06,07,15.4,10.4,CE
2021-06-08,2021,06,08,19,13,CE
2021-06-09,2021,06,09,18.8,13.6,CE
2021-06-10,2021,06,10,16.9,12.7,CE
2021-06-11,2021,06,11,16.1,12.5,CE
2021-06-12,2021,06,12,21.4,15.1,CE
2021-06-13,2021,06,13,17.1,15,CE
2021-06-14,2021,06,14,18.7,14.9,CE
2021-06-15,2021,06,15,18.7,14.3,CE
2021-06-16,2021,06,16,21.3,16.2,CE
2021-06-17,2021,06,17,21.9,16.1,CE
2021-06-18,2021,06,18,20.8,17,CE
2021-06-19,2021,06,19,20.4,15.5,CE
2021-06-20,2021,06,20,27.4,20,CE
2021-06-21,2021,06,21,27.8,20.9,CE
2021-06-22,2021,06,22,22.6,17.8,CE
