2021-06-22  00:21 PDT   2.97 meters  High Tide
2021-06-22  08:24 PDT   0.30 meters  Low Tide
2021-06-22  17:38 PDT   2.35 meters  High Tide
2021-06-22  19:04 PDT   2.33 meters  Low Tide
2021-06-23  00:47 PDT   3.06 meters  High Tide
2021-06-23  09:06 PDT   0.05 meters  Low Tide
2021-06-23  18:29 PDT   2.53 meters  High Tide
2021-06-23  20:06 PDT   2.49 meters  Low Tide
2021-06-24  01:17 PDT   3.11 meters  High Tide
2021-06-24  09:50 PDT  -0.10 meters  Low Tide
2021-06-24  19:14 PDT   2.64 meters  High Tide
2021-06-24  21:08 PDT   2.59 meters  Low Tide
2021-06-25  01:53 PDT   3.10 meters  High Tide
2021-06-25  10:34 PDT  -0.14 meters  Low Tide
2021-06-25  19:57 PDT   2.70 meters  High Tide
2021-06-25  22:10 PDT   2.61 meters  Low Tide
2021-06-26  02:31 PDT   3.02 meters  High Tide
2021-06-26  11:18 PDT  -0.08 meters  Low Tide
2021-06-26  20:38 PDT   2.72 meters  High Tide
2021-06-26  23:13 PDT   2.58 meters  Low Tide
2021-06-27  03:08 PDT   2.88 meters  High Tide
2021-06-27  12:02 PDT   0.07 meters  Low Tide
2021-06-27  21:18 PDT   2.71 meters  High Tide
2021-06-28  00:21 PDT   2.51 meters  Low Tide
2021-06-28  03:39 PDT   2.68 meters  High Tide
2021-06-28  12:44 PDT   0.29 meters  Low Tide
2021-06-28  21:53 PDT   2.68 meters  High Tide
2021-06-29  01:40 PDT   2.39 meters  Low Tide
2021-06-29  03:53 PDT   2.44 meters  High Tide
2021-06-29  13:25 PDT   0.56 meters  Low Tide
2021-06-29  22:23 PDT   2.65 meters  High Tide
2021-06-30  14:03 PDT   0.85 meters  Low Tide
2021-06-30  22:42 PDT   2.62 meters  High Tide
2021-07-01  07:14 PDT   1.84 meters  Low Tide
2021-07-01  07:53 PDT   1.84 meters  High Tide
2021-07-01  14:37 PDT   1.16 meters  Low Tide
2021-07-01  22:51 PDT   2.60 meters  High Tide
2021-07-02  07:14 PDT   1.57 meters  Low Tide
2021-07-02  10:03 PDT   1.67 meters  High Tide
2021-07-02  15:02 PDT   1.46 meters  Low Tide
2021-07-02  23:01 PDT   2.61 meters  High Tide
2021-07-03  07:30 PDT   1.32 meters  Low Tide
2021-07-03  23:15 PDT   2.63 meters  High Tide
2021-07-04  07:41 PDT   1.09 meters  Low Tide
2021-07-04  23:32 PDT   2.66 meters  High Tide
2021-07-05  07:54 PDT   0.88 meters  Low Tide
2021-07-05  23:49 PDT   2.71 meters  High Tide
2021-07-06  08:15 PDT   0.69 meters  Low Tide
2021-07-07  00:02 PDT   2.75 meters  High Tide
2021-07-07  08:43 PDT   0.53 meters  Low Tide
2021-07-08  00:15 PDT   2.79 meters  High Tide
2021-07-08  09:15 PDT   0.40 meters  Low Tide
2021-07-09  00:42 PDT   2.82 meters  High Tide
2021-07-09  09:50 PDT   0.31 meters  Low Tide
2021-07-09  19:44 PDT   2.53 meters  High Tide
2021-07-09  21:06 PDT   2.52 meters  Low Tide
2021-07-10  01:18 PDT   2.82 meters  High Tide
2021-07-10  10:26 PDT   0.25 meters  Low Tide
2021-07-10  20:05 PDT   2.55 meters  High Tide
2021-07-10  22:06 PDT   2.50 meters  Low Tide
2021-07-11  01:58 PDT   2.79 meters  High Tide
2021-07-11  11:05 PDT   0.23 meters  Low Tide
2021-07-11  20:27 PDT   2.57 meters  High Tide
2021-07-11  23:05 PDT   2.46 meters  Low Tide
2021-07-12  02:38 PDT   2.72 meters  High Tide
2021-07-12  11:43 PDT   0.27 meters  Low Tide
2021-07-12  20:47 PDT   2.57 meters  High Tide
2021-07-13  00:07 PDT   2.38 meters  Low Tide
2021-07-13  03:20 PDT   2.59 meters  High Tide
2021-07-13  12:22 PDT   0.37 meters  Low Tide
2021-07-13  21:02 PDT   2.58 meters  High Tide
2021-07-14  01:13 PDT   2.25 meters  Low Tide
2021-07-14  04:05 PDT   2.40 meters  High Tide
2021-07-14  13:01 PDT   0.55 meters  Low Tide
2021-07-14  21:17 PDT   2.60 meters  High Tide
2021-07-15  02:24 PDT   2.05 meters  Low Tide
2021-07-15  05:01 PDT   2.15 meters  High Tide
2021-07-15  13:39 PDT   0.80 meters  Low Tide
2021-07-15  21:35 PDT   2.62 meters  High Tide
2021-07-16  03:37 PDT   1.76 meters  Low Tide
2021-07-16  07:52 PDT   1.87 meters  High Tide
2021-07-16  14:16 PDT   1.10 meters  Low Tide
2021-07-16  21:54 PDT   2.67 meters  High Tide
2021-07-17  04:43 PDT   1.41 meters  Low Tide
2021-07-17  10:07 PDT   1.74 meters  High Tide
2021-07-17  14:51 PDT   1.44 meters  Low Tide
2021-07-17  22:15 PDT   2.74 meters  High Tide
2021-07-18  05:39 PDT   1.04 meters  Low Tide
2021-07-18  12:56 PDT   1.78 meters  High Tide
2021-07-18  15:17 PDT   1.77 meters  Low Tide
2021-07-18  22:38 PDT   2.83 meters  High Tide
2021-07-19  06:29 PDT   0.68 meters  Low Tide
2021-07-19  23:05 PDT   2.92 meters  High Tide
2021-07-20  07:17 PDT   0.37 meters  Low Tide
2021-07-20  23:39 PDT   3.00 meters  High Tide
2021-07-21  08:02 PDT   0.14 meters  Low Tide
2021-07-21  17:42 PDT   2.47 meters  High Tide
2021-07-21  18:45 PDT   2.46 meters  Low Tide
2021-07-22  00:20 PDT   3.03 meters  High Tide
2021-07-22  08:48 PDT  -0.00 meters  Low Tide
2021-07-22  18:13 PDT   2.56 meters  High Tide
2021-07-22  19:59 PDT   2.51 meters  Low Tide
2021-07-23  01:07 PDT   3.03 meters  High Tide
2021-07-23  09:32 PDT  -0.05 meters  Low Tide
2021-07-23  18:45 PDT   2.60 meters  High Tide
2021-07-23  21:05 PDT   2.49 meters  Low Tide
2021-07-24  01:56 PDT   2.96 meters  High Tide
2021-07-24  10:15 PDT  -0.02 meters  Low Tide
2021-07-24  19:18 PDT   2.60 meters  High Tide
2021-07-24  22:06 PDT   2.42 meters  Low Tide
2021-07-25  02:47 PDT   2.84 meters  High Tide
2021-07-25  10:57 PDT   0.10 meters  Low Tide
2021-07-25  19:49 PDT   2.58 meters  High Tide
2021-07-25  23:07 PDT   2.32 meters  Low Tide
2021-07-26  03:37 PDT   2.67 meters  High Tide
2021-07-26  11:38 PDT   0.28 meters  Low Tide
2021-07-26  20:17 PDT   2.56 meters  High Tide
2021-07-27  00:10 PDT   2.19 meters  Low Tide
2021-07-27  04:31 PDT   2.45 meters  High Tide
2021-07-27  12:16 PDT   0.52 meters  Low Tide
2021-07-27  20:40 PDT   2.54 meters  High Tide
2021-07-28  01:17 PDT   2.04 meters  Low Tide
2021-07-28  05:33 PDT   2.21 meters  High Tide
2021-07-28  12:51 PDT   0.80 meters  Low Tide
2021-07-28  20:57 PDT   2.52 meters  High Tide
2021-07-29  02:32 PDT   1.85 meters  Low Tide
2021-07-29  06:54 PDT   1.96 meters  High Tide
2021-07-29  13:24 PDT   1.11 meters  Low Tide
2021-07-29  21:12 PDT   2.50 meters  High Tide
2021-07-30  04:04 PDT   1.63 meters  Low Tide
2021-07-30  08:29 PDT   1.77 meters  High Tide
2021-07-30  13:50 PDT   1.41 meters  Low Tide
2021-07-30  21:30 PDT   2.50 meters  High Tide
2021-07-31  05:26 PDT   1.40 meters  Low Tide
2021-07-31  10:38 PDT   1.69 meters  High Tide
2021-07-31  12:09 PDT   1.68 meters  Low Tide
2021-07-31  21:50 PDT   2.50 meters  High Tide
2021-08-01  06:05 PDT   1.18 meters  Low Tide
2021-08-01  22:11 PDT   2.52 meters  High Tide
2021-08-02  06:36 PDT   0.99 meters  Low Tide
2021-08-02  22:29 PDT   2.55 meters  High Tide
2021-08-03  07:06 PDT   0.82 meters  Low Tide
2021-08-03  22:42 PDT   2.59 meters  High Tide
2021-08-04  07:37 PDT   0.67 meters  Low Tide
2021-08-04  22:56 PDT   2.64 meters  High Tide
2021-08-05  08:11 PDT   0.55 meters  Low Tide
2021-08-05  23:45 PDT   2.68 meters  High Tide
2021-08-06  08:47 PDT   0.44 meters  Low Tide
2021-08-06  18:42 PDT   2.42 meters  High Tide
2021-08-06  19:56 PDT   2.41 meters  Low Tide
2021-08-07  00:38 PDT   2.70 meters  High Tide
2021-08-07  09:23 PDT   0.36 meters  Low Tide
2021-08-07  18:54 PDT   2.41 meters  High Tide
2021-08-07  20:56 PDT   2.35 meters  Low Tide
2021-08-08  01:28 PDT   2.70 meters  High Tide
2021-08-08  10:00 PDT   0.32 meters  Low Tide
2021-08-08  19:04 PDT   2.39 meters  High Tide
2021-08-08  21:51 PDT   2.26 meters  Low Tide
2021-08-09  02:18 PDT   2.66 meters  High Tide
2021-08-09  10:37 PDT   0.34 meters  Low Tide
2021-08-09  19:07 PDT   2.39 meters  High Tide
2021-08-09  22:47 PDT   2.14 meters  Low Tide
2021-08-10  03:10 PDT   2.56 meters  High Tide
2021-08-10  11:14 PDT   0.43 meters  Low Tide
2021-08-10  19:13 PDT   2.41 meters  High Tide
2021-08-10  23:44 PDT   1.98 meters  Low Tide
2021-08-11  04:10 PDT   2.40 meters  High Tide
2021-08-11  11:51 PDT   0.60 meters  Low Tide
2021-08-11  19:28 PDT   2.44 meters  High Tide
2021-08-12  00:43 PDT   1.77 meters  Low Tide
2021-08-12  05:25 PDT   2.20 meters  High Tide
2021-08-12  12:28 PDT   0.84 meters  Low Tide
2021-08-12  19:48 PDT   2.50 meters  High Tide
2021-08-13  01:45 PDT   1.53 meters  Low Tide
2021-08-13  07:02 PDT   1.99 meters  High Tide
2021-08-13  13:03 PDT   1.14 meters  Low Tide
2021-08-13  20:10 PDT   2.56 meters  High Tide
2021-08-14  02:48 PDT   1.25 meters  Low Tide
2021-08-14  08:46 PDT   1.85 meters  High Tide
2021-08-14  13:37 PDT   1.47 meters  Low Tide
2021-08-14  20:34 PDT   2.64 meters  High Tide
2021-08-15  03:51 PDT   0.96 meters  Low Tide
2021-08-15  10:55 PDT   1.83 meters  High Tide
2021-08-15  14:02 PDT   1.78 meters  Low Tide
2021-08-15  21:01 PDT   2.71 meters  High Tide
2021-08-16  04:53 PDT   0.69 meters  Low Tide
2021-08-16  21:35 PDT   2.78 meters  High Tide
2021-08-17  05:52 PDT   0.47 meters  Low Tide
2021-08-17  22:21 PDT   2.82 meters  High Tide
2021-08-18  06:47 PDT   0.29 meters  Low Tide
2021-08-18  16:32 PDT   2.38 meters  High Tide
2021-08-18  17:35 PDT   2.37 meters  Low Tide
2021-08-18  23:16 PDT   2.83 meters  High Tide
2021-08-19  07:38 PDT   0.19 meters  Low Tide
2021-08-19  16:56 PDT   2.45 meters  High Tide
2021-08-19  19:00 PDT   2.38 meters  Low Tide
2021-08-20  00:15 PDT   2.82 meters  High Tide
2021-08-20  08:26 PDT   0.16 meters  Low Tide
2021-08-20  17:25 PDT   2.46 meters  High Tide
2021-08-20  20:08 PDT   2.30 meters  Low Tide
2021-08-21  01:15 PDT   2.77 meters  High Tide
2021-08-21  09:10 PDT   0.19 meters  Low Tide
2021-08-21  17:52 PDT   2.45 meters  High Tide
2021-08-21  21:08 PDT   2.18 meters  Low Tide
2021-08-22  02:12 PDT   2.69 meters  High Tide
2021-08-22  09:52 PDT   0.29 meters  Low Tide
2021-08-22  18:15 PDT   2.43 meters  High Tide
2021-08-22  22:03 PDT   2.03 meters  Low Tide
2021-08-23  03:08 PDT   2.58 meters  High Tide
2021-08-23  10:31 PDT   0.44 meters  Low Tide
2021-08-23  18:34 PDT   2.41 meters  High Tide
2021-08-23  22:57 PDT   1.88 meters  Low Tide
2021-08-24  04:05 PDT   2.42 meters  High Tide
2021-08-24  11:08 PDT   0.64 meters  Low Tide
2021-08-24  18:47 PDT   2.40 meters  High Tide
2021-08-24  23:50 PDT   1.72 meters  Low Tide
2021-08-25  05:04 PDT   2.25 meters  High Tide
2021-08-25  11:43 PDT   0.89 meters  Low Tide
2021-08-25  19:02 PDT   2.39 meters  High Tide
2021-08-26  00:43 PDT   1.56 meters  Low Tide
2021-08-26  06:10 PDT   2.08 meters  High Tide
2021-08-26  12:17 PDT   1.17 meters  Low Tide
2021-08-26  19:22 PDT   2.38 meters  High Tide
2021-08-27  01:37 PDT   1.41 meters  Low Tide
2021-08-27  07:25 PDT   1.94 meters  High Tide
2021-08-27  12:48 PDT   1.45 meters  Low Tide
2021-08-27  19:44 PDT   2.37 meters  High Tide
2021-08-28  02:31 PDT   1.27 meters  Low Tide
2021-08-28  08:57 PDT   1.86 meters  High Tide
2021-08-28  13:13 PDT   1.72 meters  Low Tide
2021-08-28  20:07 PDT   2.36 meters  High Tide
2021-08-29  03:27 PDT   1.14 meters  Low Tide
2021-08-29  20:25 PDT   2.35 meters  High Tide
2021-08-30  04:23 PDT   1.02 meters  Low Tide
2021-08-30  18:48 PDT   2.37 meters  High Tide
2021-08-31  05:17 PDT   0.91 meters  Low Tide
2021-08-31  19:07 PDT   2.42 meters  High Tide
